namespace,title,raw_content,created_at,updated_at 
Contribution,ef,"== Headline ==

[[Object-Relational mapping]] with [[Technology:.NET|]]'s [[Technology:Entity Framework|]]

== Status ==

[[101status:Featured]]

== Languages ==
* [[Language:CSharp]] (C#): Programming language used for all code (Version 4.0)

== Technologies ==
* [[Technology:csc.exe]]: C# compiler (Version 4.0)
* [[Technology:.NET]]: Framework used to execute compiled code (Version 4.0)
* [[Technology:Entity Framework]] Entity Framework toolkit (Version 3.0)
* [[Technology:NUnit]]: Unit testing framework used for testing (Version 2.5.9)
* [[Technology:SQL Server]]: SQL Server 2008 used as a data storage. (Free Express edition is enough)

== Features ==

* [[Feature:Hierarchical company]]
* [[Feature:Total]]
* [[Feature:Cut]]
* [[Feature:Depth]]
* [[Feature:Persistence]]

== Motivation ==

Entity Framework object model is generated for SQL Server representation of 101companies model.  We use LINQ queries over entities to implement [[Feature:Total]], [[Feature:Cut]] and
[[Feature:Depth]] features by showing different types of data tranformations happening on the database level. These transformations (SQL statements) are generated by [[Technology:Entity Framework]] using [[O/R Mapping]]
metadata stored in [[Language:XML]] file, which was also automatically generated from the database 101companies model representation.

== Architecture ==
CompanyModel.edmx represents all Entity Framework artifacts required for O/R Mapping. This is an XML file contains:
* SSDL content
* CSDL content
* C-S mapping content
* EF Designer content
<nowiki>and also a *.cs file with C# objects.</nowiki>

<nowiki>*.edmx files are visualized in Entity Data Model Designer by default, but also can be opened as raw xml files.</nowiki>
The Entity Data Model Designer (Entity Designer) stores storage model information in an .edmx file at design time.
At build time the Entity Designer uses information in an .edmx file to create the .ssdl file that is needed by the Entity Framework at runtime.

Tests folder contains unit tests showing implemented features.

== Usage ==
[[Contribution:sqlServer]] should be evaluated as soon as current implementation requires [[Feature:Hierarchical company]] to be created in the database.

[[Technology:Visual Studio]] 2010 should be used to open a project file.
The project itself is a class-library and compiles into a DLL. To run a project you must execute at least one unit test (or all at once).
Nunit GUI or other Visual studio extension (e.g. Resharper) should be used for executing unit tests.

== Metadata ==
* [[developedBy::Contributor:avaranovich]]

",2013-06-12 14:57:13.962,2017-07-04 13:45:08.142177
Contribution,egl,"== Headline ==

Demonstrate modular code generation using symmetric aspects in EGL for generating 101companies attributes, associations, and basic methods.

== Technologies ==
* [[Technology:EMF]]
* [[Technology:Java]]
* [[Technology:Epsilon Generation Language]] including aspect-oriented extensions
* [[Technology:Ant]]

== Languages ==
* [[Language:Ecore]]
* [[Language:Java]]

== Features ==
* [[Feature:Hierarchical company]]
* [[Feature:Cut]]
* [[Feature:Code generator]]

== Motivation ==

This implementation makes the contribution of demonstrating symmetric aspects in code generation using Epsilon Generation Language for Ecore to Java code generation such that the basic features can be generated in a modular way.

This is specifically interesting for a number of reasons:

1. It demonstrates basic code generation using Epsilon Generation Language and Ecore as a modelling language for basic class models.

2. It demonstrates various ways of modularising code-generation templates, including aspect-oriented techniques.

3. It demonstrates how aspect-oriented techniques can be used to introduce variability into the code-generation workflow---specifically, allowing to choose between different realisation of associations in the code generated without affecting any of the other parts of the code generation.

== Illustration ==

The code generator demonstrated is relatively generic in that it does not contain any information specific to the 101companies example system. All the system-specific information is kept in a separate model model/101companies.ecore. This is essentially a class diagram (expressed in ECore rather than UML) of the key classes and their relationships.

From this model, the code generators will produce Java code implementing the classes described. The code generators are kept in directory templates/ and are expressed in the Epsilon Generation Language (EGL). There are two kinds of generation templates present:

* Templates for coordination of generation (e.g., templates/Associations.egl): These do not produce any code themselves, but invoke other templates for each class or association in the model given.

* Templates for generating parts of individual files (e.g., templates/AssociationsOneClass.egl): These are invoked once for each file to be generated and produce all or part of that file.

More detailed information on EGL can be found at http://www.eclipse.org/epsilon/ The language basically allows generation templates to be expressed from two parts: target-language code, which will be included verbatim in the generation result, and control code, which allows navigating source models and producing text based on source-model information. The latter code can be identified easily because it is always enclosed by [% %]. So, the following code generates a basic class skeleton, assuming a variable cl of type EClass to be passed in as a parameter:

<syntaxhighlight lang=""java>
public class [%=cl.name%] {
  public [%=cl.name%] () {}
}
</syntaxhighlight>

More complex code generation is possible by using more complex control structures. For example, the following code generates attributes and setters + getters (simplified from templates/AttributesOneClass.egl):

<syntaxhighlight lang=""java>
public class [%=cl.name%] {
[%
  for (attr in cl.eAllAttributes) {
    %]
  private [%=attr.type.name%] [%=attr.name%];

  public [%=attr.type.name%] get[%=attr.name.firstToUpperCase()%] () {
    return [%=attr.name%];
  }
  [%if (attr.changeable) {%]

  public void set[%=attr.name.firstToUpperCase()%] ([%=attr.type.name%] [%=attr.name%]) {
    this.[%=attr.name%] = [%=attr.name%];
  }
  [%}%]

    [%
  }
%]
}
</syntaxhighlight>

Directory templates/ contains a number such templates for generating different aspects of a class's structure. In a normal use of EGL, most of these would have to be combined into one template. In this example 101companies implementation we demonstrate some more advanced modularity techniques for code generation templates. Specifically, we show two forms of modularity:

1. Use of a shared library of functions to ensure consistent use of coding conventions across generation templates: CoreOps.eol contains some functions encoding how type names are derived from model information. This is imported from a range of EGL files ensuring consistent generation of types across all files generated.

2. Use of symmetric aspect technology to allow separation of different features of the code generation and enable variability in code generation: We have implemented separate templates for dealing with attributes and associations. In fact, there are two sets of templates for dealing with associations. Depending on which set is used, a different implementation of associations is generated.

Which set of templates is chosen and how they are combined (where appropriate) is defined in file workflow/build.xml (which is also the file to be executed to test the example). This is a normal ANT build file, using some Epsilon-specific tasks. Notice the use of epsilon.eglRegister to invoke a generation template. This will perform the code generation described in that template and register the result against the file name indicated (in this case, the file names are specified inside the template itself). Note that you could also ask for the generation result to be output to a file directly using the epsilon.egl task instead. The template would not need to be adjusted.

Once all code has been generated and registered, epsilon.eglMerge is used to merge all code generated for the same file and to output to a file.

Note that the build.xml file contains two alternate top-level targets: generate all and generate all assocclasses. These generate code with different implementations of associations. Note that they both reuse the same templates for generating attribute-related code.

Feature [type-driven transformation] is implemented manually in the java source files in model/src/. These are merged with the generated code by explicitly registering them using the epsilon.eglRegisterFile task.

More information about symmetric aspects for EGL is available from [1]

[1] Steffen Zschaler and Awais Rashid: Towards Modular Code Generators Using Symmetric Language-Aware Aspects. In Proc. 1st Workshop on Free Composition (FREECO'11).

== Architecture ==

There are a number of folders including different components of the overall architecture. File workflow/build.xml is the overall configuration binding these components together. It has two main targets demonstrating different compositions of components (producing different implementations of associations, but otherwise identical).

* Folder model/ contains the Ecore model of the 101companies scenario, with each class modelled as an EClass (implementing [Tree structure]). It also contains a number of manually written pieces of source code implementing the [Type-driven transformation] feature (folder model/src). These will be merged with the generated code.

* Folder template contains the EGL templates that specify the generation. Note that some templates only serve to coordinate the invocation of other templates.

* Folder src will contain the generated sources ready to be run.

== Usage ==

* Open Eclipse and ensure Epsilon and the symmetric AO extensions are installed. Epsilon is available as an Eclipse project from [EPSILON]. The symmetric AO extensions are available from [EPSILONLABS] and best run from source (see general documentation on how to run Eclipse plugins from source).

* Import the package provided as an Eclipse project.

* Execute workflow/build.xml as an Ant build file (making sure to run it in the same JRE as the Eclipse workbench). You can choose either of the first two targets; the output will differ in the way in which it handles associations.

* Refresh the project and inspect the src folder. You may need to auto-format the generated files.

== Issues ==

* The implementation currently only supports a limited number of features. The [Type-driven transformation] feature implementation is not actually generated, but integrated from manually written code. Instead, these files could be generated from a suitable model.

* Other more interesting features could be added, such as generating EJB annotations through a separate EGL template.

== Metadata ==
* [[developedBy::Contributor:Steffen Zschaler]]

",2013-06-12 14:57:14.706,2017-07-04 13:45:08.652101
Contribution,emfGenerative,"== Headline ==

[[Model-Object mapping]] for [[Language:Ecore]] and [[Language:Java]] with [[Technology:EMF]]

== Motivation ==

[[Model to Model transformation]]s with the help of [[Model-Object mapping]] within the Java platform is exercised. The Cut feature shows an [[endogenous model transformation]], the Total feature shows an [[exogenous model transformation]]. The primary data model
for companies is an Ecore model from which an object model for ""[[Model]] Code""
in [[Technology:EMF]]'s sense is derived. The classes of the Ecore-derived object model are
somewhat richer than [[POJO]], but their core properties and relationships
are similar to a regular OO design (such as the one of
[[Contribution:javaComposition]]), and operations on the [[Technology:EMF]] objects can
be implemented as [[instance method]]s on the Ecore-derived classes.
It should be noted that instance methods on generated classes survive
re-generation because [[Technology:EMF]] is capable of distinguishing generated versus
programmer-inserted class members. The [[Language:Ecore]] model is interesting in so far that it
clearly demonstrates the difference between [[Containment relationship|containment]]
vs. [[reference relationship]]s. In particular, the association of mentees and mentores
requires a reference.

== Illustration ==

Ecore supports modeling of structure. Ecore models are represented as XML documents.
The following excerpt shows the declaration of the ""classifier"" for companies: elements in
the Ecore-specific namespace are used to break down companies into a name and
a list of departments:

<syntaxhighlight lang=""xml"">
<eClassifiers xsi:type=""ecore:EClass"" name=""Company"">
  <eStructuralFeatures xsi:type=""ecore:EAttribute"" name=""name""
    ordered=""false"" lowerBound=""1""
    eType=""ecore:EDataType http://www.eclipse.org/emf/2002/Ecore#//EString""/>
  <eStructuralFeatures xsi:type=""ecore:EReference"" name=""depts""
    ordered=""false"" upperBound=""-1""
    eType=""#//Department"" containment=""true""/>
</eClassifiers>
</syntaxhighlight>

The Ecore-derived, Java-based object model will not be illustrated here because it covers
properties and relationships that are similar to a regular OO design, and all additional fields
and methods are not used in the basic scenario at hand.

Objects of the Ecore-derived model can also be serialized to or de-serialized from XML (XMI).
To this end, the namespace for the model and its implementing package need to be registered
with the ''registry of EMF EPackage''. Thus:

<syntaxhighlight lang=""java"">
EPackage.
  Registry.
  INSTANCE.
  put(CompanyPackage.eNS URI, CompanyPackage.eINSTANCE);
</syntaxhighlight>

Further, a specific serialization format has to be chosen. To this end, a number of idiosyncratic
objects have to be constructed and configured so that a preferred file extension is mapped to
the intended serialization behavior. For instance, the process of loading a company from an "".xmi""
file is organized as follows:

<syntaxhighlight lang=""java"">
ResourceSet resourceSet = new ResourceSetImpl();
resourceSet.
  getResourceFactoryRegistry().
  getExtensionToFactoryMap().
  put(""xmi"", new XMIResourceFactoryImpl());
Resource xmiResource =
  resourceSet.
  createResource(URI.createFileURI(""sampleCompany.xmi""));
xmiResource.load(null);
Company c = (Company)xmiResource.getContents().get(0);
</syntaxhighlight>

That is, ''XMIResourceFactoryImpl'' is a resource factory for XMI; there is also a resource factory ''XMLResourceFactoryImpl'' for XML. When they are used upon saving, XMI and XML output are almost identical; the XMI file though contains a namespace declaration and an attribute referring to XMI.

== Architecture ==

=== Summary ===

File ''model/Company.ecore'' is the Ecode model of companies. File ''model/Company.genmodel'' is the EMF generator model which has been derived from the Ecore model; see below. Files ''model/Company*.xsd'' are XML schemas for XML instances of the Ecore model; they were derived with the Export functionality from the generator model; see below. Package ''company'' and subpackages contain the model code for companies. Most of this code has been generated from the generator model (see below) but the generated code has been enriched with instance methods for [[Feature:Total]] and [[Feature:Cut]]. (We leverage the EMF convention that all generated members are marked by @generated whereas the manually injected members do not carry such markers. In this manner the model code can be regenerated without overriding manually injected members.) Package ''org.softlang.features.Serialization'' contains boilerplate code for serialization. Package ''org.softlang.tests'' contains JUnit tests for operations on companies and serialization.

=== Transcript ===

Creation and evolution of an EMF project with support for serialization is not straightfoward.

The following transcript documents the essential steps and constraints.

==== Create EMF Project ====

* -> New -> Empty EMF Project ...

==== Create Ecore Model ====

* -> New -> Ecore Model
* Choose the ""model"" folder of the EMF project.
* Adjust name of model (default My.ecore) if needed.
* Now it is time to work out the Ecore model.
* One needs to define name of the package, namespace URI, and prefix.

A minimal example follows:

<syntaxhighlight lang=""xml"">
<?xml version=""1.0"" encoding=""UTF-8""?>
<ecore:EPackage xmi:version=""2.0""
    xmlns:xmi=""http://www.omg.org/XMI"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
    xmlns:ecore=""http://www.eclipse.org/emf/2002/Ecore"" name=""foo""
    nsURI=""www.foo.com"" nsPrefix=""bar"">
  <eClassifiers xsi:type=""ecore:EClass"" name=""xyz""/>
</ecore:EPackage>
</syntaxhighlight>

==== Create EMF Generator Model ====

* Select the Ecore model in the package explorer.
* -> New -> Generator model
* Choose the ""model"" folder of the EMF project.
* When asked for a Model Importer, choose Ecore Model.
* When asked for Model URIs, '''you must Browse Workspace, and select the Ecore file'''.

==== Generate Model Code ====

* Open the generator model.
* Right click on it in the opened view.
* -> Generate Model Code

This will generate several files and folders:
* build.properties
* plugin.properties
* plugin.xml
* src/<your-ecore-name>
* src/<your-ecore-name/impl>
* src/<your-ecore-name/util>

==== Enable XMI/XML resources ====

* Open ''plugin.xml'' with ''plug-in manifest editor''.
* Select ''Dependencies'' tab.
* Add ''org.eclipse.emf.ecore.xmi.impl'' to ''imported packages''.

==== Create XML Schemas ====

* Right click on Company.genmodel.
* Select ""Export Model ..."".
* Select ""XML Schema"" and provide name such as ""Company.xsd"".
* Select ""XML Schema for XMI"" and provide name such as ""CompanyXMI.xsd"".

== Usage ==

If you use ''Eclipse Modeling Tools'', then you have everything you need.

If you use a different Eclipse Download, you may need to add the EMF plugin (it is tested with Version 2.6.1).

Update-Site: http://download.eclipse.org/modeling/emf/updates/releases/

* The implementation is provided as an Eclipse project.
* Hence, open the project with Eclipse; this will also build the project.
* There are JUnit tests available in package ''org.softlang.tests''.
* If you change the Ecore or generator models, you may need to rerun some EMF tools; see the transcript above.

== Issues ==

* It is not obvious how to make good use of the generated XML schemas. Validation code should be added so that it is shown how the two schemas Company.xsd and CompanyXMI.xsd can be used for actual validation of presumably sampleCompany.xml and sampleCompany.xmi. In fact, it would also be good to some negative testcases such as an XMI file that can be validated with the XML schema, but which cannot be loaded as a resource. This would make the point that extra validation is performed by EMF. The particular negative test case could exercise, for example, stress the issue of references for mentors. Likewise, some test case should demonstrate the substantial differences between Company.xsd and CompanyXMI.xsd; to this end, it needs to be understood how these different schemas are actually supposed to be used.
* The generated types end up in the ""company"" package at the top, whereas it should be ""org.softlang.company"" for better alignment with other implementations. It is not obvious how to control the package accordingly.
* This is more of an idea for another implementation. The generated classes are only used in the simplest POJO-like manner. The generated code also supports richer idioms/design patterns, which should be possibly demonstrated. Likewise, an editor for companies based on EMF or GMF could be targeted.

== Metadata ==

* [[uses::Language:Ecore]]
* [[uses::Language:Java]]
* [[uses::Technology:EMF]]
* [[uses::Technology:Eclipse]]
* [[implements::Feature:Hierarchical company]]
* [[implements::Feature:Total]]
* [[implements::Feature:Cut]]
* [[implements::Feature:Mentoring]]
* [[implements::Feature:Closed serialization]]
* [[implements::Feature:Mapping]]
* [[developedBy::Contributor:tschmorleiz]]
* [[developedBy::Contributor:rlaemmel]]
* [[memberOf::Theme:MDE]]
* [[memberOf::Theme:Java mapping]]
",2013-06-12 14:57:15.915,2017-07-05 15:25:54.860386
Concept,Bounded polymorphism,"== Headline ==

A form of [[polymorphism]] with a bound for feasible actual type parameters

== Illustration ==

See [[polymorphism]].

== Metadata ==

* [[isA::Polymorphism]]
* [[relatesTo::http://en.wikipedia.org/wiki/Bounded_quantification]]
* [[relatesTo::http://en.wikipedia.org/wiki/Polymorphism_(computer_science)]]
",2013-06-12 14:53:24.196,2017-07-04 15:26:02.464709
Concept,Build tool,"== Headline ==

A tool for build automation
== Metadata ==

* [[relatesTo::http://en.wikipedia.org/wiki/Build_automation]]
* [[isA::Software technology]]
* [[memberOf::Vocabulary:Software engineering]]
* [[memberOf::Vocabulary:Programming]]
",2013-06-12 14:53:24.341,2017-07-04 15:26:02.613198
Concept,Business process,"== Headline ==

The collection of activities or tasks that produce a specific service or product

== Metadata ==

* [[sameAs::http://en.wikipedia.org/wiki/Business_process]]
* [[memberOf::Vocabulary:Software engineering]]
* [[memberOf::Vocabulary:Information system]]
* [[isA::Concept]]

",2013-06-12 14:53:24.755,2017-07-04 15:26:02.87397
Technology,Ant,"== Headline ==

A [[build tool]] primarily for the Java platform

== Details ==

There is also an associated Java package for ANT tasks.

== Metadata ==

* [[instanceOf::Framework]]
* [[instanceOf::Java package]]
* [[sameAs::http://ant.apache.org/]]
* [[sameAs::http://www.jajakarta.org/ant/ant-1.6.1/docs/ja/manual/api/org/apache/tools/ant/package-summary.html]]
* [[sameAs::http://en.wikipedia.org/wiki/Apache_Ant]]
* [[instanceOf::Build tool]]
* ",2013-06-12 15:01:02.998,2017-07-04 13:47:26.981513
Concept,Job role,"== Headline ==

Add job roles for employees
== Description ==

The database structure shall be extended by introducing job roles for employees.
== Motivation ==

The current data structure of [[Contribution:mySqlMany]] and [[Contribution:mySqlOne]] only allows two-dimensional aggregation and analysis of data. Adding [[Feature:Job role]] enables us aggregating data multi-dimensional and therefore creating a more advanced reporting commonly used in the area of Business Intelligence (i.e. OLAP cubes).
In addition, if implemented in a normalized structure, it motivates to use more complex join queries across several tables.
== Relationships ==

* See [[Contribution:mySqlOneReporting]] for an implementation of this feature
* The present feature should be applicable to any data model of companies, specifically [[Feature:Flat company]] and [[Feature:Hierarchical_company]].
== Metadata ==

* [[isA::Functional requirement]]
* [[isA::Optional feature]]
* ",2015-04-23 15:54:18.455,2017-07-04 15:26:43.059527
Contribution,happstack,"== Headline ==

[[Web programming]] in [[uses::Language:Haskell]] with [[uses::Technology:Happstack]]

== Motivation ==

The implementation demonstrates [[web programming]] in [[uses::Language:Haskell]] with the [[uses::Technology:Happstack]] [[framework]]. The templating engine [[uses::Technology:Heist]] for [[uses::Language:XHTML]]
is used for the composition of dynamic web pages. The [[system:Company]] is implemented as a [[web application]] using a [[client-server architecture]]. The company is stored in a client-side [[cookie]]. (The server initializes the cookie with a sample company.) URLs are used to encode requests and ids of involved data. There are these requests, which essentially correspond to user actions: a user can either view a specific part of the company, save an edited part, or cut salaries in the selected scope. The part to be viewed, cut, or saved is specified by making use of a [[Zipper]]-inspired focus concept that is also leveraged by [[Contribution:wxHaskell]]. Modified data is validated. That is, when processing a save request, sent by an HTML form, the server applies various validators and potentially returns error messages, which will be displayed to the user in the [[web browser]]. As a response, the client receives HTML documents, which are composed using [[uses::Technology:Heist]].

== Illustration ==

In the following we will demonstrate how a specific request is processed by the server.

=== Saving an Employee ===

'''Scenario:''' After requesting to view a manager the user manipulates the input fields and submits a request by clicking a save button.
The browser sends an HTTP-request together with a company-cookie to the server. The URL looks like this:

''<nowiki>http://localhost:8000/Employee/Save/ManagerFocus%20[0]/?Name=Erik&Address=</nowiki>''

''<nowiki>Utrecht&Salary=1234.0</nowiki>''

==== Routing filter ====

We set up a simple HTTP server:

<syntaxhighlight lang=""haskell"" source=""happstack/Main.hs"" line>
main = simpleHTTP nullConf $
  msum [ path $ \v -> path $ \a -> path $
           \f -> mainPart a v f
       , serveDirectory EnableBrowsing [] ""static""]
</syntaxhighlight>
We specify two possible server behaviours (values of <syntaxhighlight lang=""haskell"" enclose=""none"">ServerPartT</syntaxhighlight>) in a list, which we then apply to the <syntaxhighlight lang=""haskell"" enclose=""none"">MonadPlus</syntaxhighlight>-function <syntaxhighlight lang=""haskell"" enclose=""none"">msum</syntaxhighlight>. This function tries to run each server until one serverstart succeeds.
The first list element uses Happstack's <syntaxhighlight lang=""haskell"" enclose=""none"">path</syntaxhighlight> function to extract:

The view (here <syntaxhighlight lang=""haskell"" enclose=""none"">Employee</syntaxhighlight>)
The action (here <syntaxhighlight lang=""haskell"" enclose=""none"">Save</syntaxhighlight>)
The focus (here <syntaxhighlight lang=""haskell"" enclose=""none"">ManagerFocus [0]</syntaxhighlight>)
In case the extraction fails the server falls back to being a file server in line 4.
In case extraction succeeds <syntaxhighlight lang=""haskell"" enclose=""none"">mainPart</syntaxhighlight> is called passing the action, the view and the focus:

<syntaxhighlight lang=""haskell"" source=""happstack/Serverparts.hs"">
mainPart :: Action -> View -> Focus -> ServerPartT IO Response
mainPart View = viewPart
mainPart Cut  = cutPart
mainPart Save = savePart
</syntaxhighlight>
In this scenario <syntaxhighlight lang=""haskell"" enclose=""none"">mainPart</syntaxhighlight> matches on <syntaxhighlight lang=""haskell"" enclose=""none"">Save</syntaxhighlight> and calls
<syntaxhighlight lang=""haskell"" enclose=""none"">savePart</syntaxhighlight> passing the view and the focus:

==== Saving ====

<syntaxhighlight lang=""haskell"" source=""happstack/Serverparts.hs"" line>
savePart :: View -> Focus -> ServerPartT IO Response
savePart v f = do
  s <- save
  case s of
    (Left errs) -> do
      c <- readCCookie
      displayPart v f c errs
    (Right newc) -> displayPart v f newc []
    where
      save = case v of
        CompanyV  -> saveCompany f
        DeptV     -> saveDepartment f
        EmployeeV -> saveEmployee f
</syntaxhighlight>
The function starts by calling a save function, which is chosen based on the given <syntaxhighlight lang=""haskell"" enclose=""none"">View</syntaxhighlight> value. The <syntaxhighlight lang=""haskell"" enclose=""none"">save</syntaxhighlight>-functions, which are all of type <syntaxhighlight lang=""haskell"" enclose=""none"">Focus -> ServerPartT IO (Either [(ENames,String)] Company)</syntaxhighlight> either return a list of error information or the new company. In case of errors <syntaxhighlight lang=""haskell"" enclose=""none"">savePart</syntaxhighlight> calls <syntaxhighlight lang=""haskell"" enclose=""none"">displayPart</syntaxhighlight> in line 7 passing the old company (read from the cookie) and the errors. In case of success the new company and an empty list of errors is passed to <syntaxhighlight lang=""haskell"" enclose=""none"">displayPart</syntaxhighlight> in line 8.
In this scenario  <syntaxhighlight lang=""haskell"" enclose=""none"">saveEmployee</syntaxhighlight> is called by <syntaxhighlight lang=""haskell"" enclose=""none"">savePart</syntaxhighlight>:

<syntaxhighlight lang=""haskell"" source=""happstack/Save.hs"" line>
saveEmployee :: Focus -> ServerPartT IO (Either [(ENames,String)] Company)
saveEmployee f = do
  c <- readCCookie
  name <- look ""Name""
  address <- look ""Address""
  salary <- lookRead ""Salary""
  let newe = Employee name address salary
  let ev = validateEmployee c f newe
  case ev of
    (Just errs)
        -> return $ Left errs
    Nothing
        -> do
            let newc = writeEM f c newe
            addCookie Session $
              (mkCookie ""company"" (show newc))
            return $ Right newc
</syntaxhighlight>
<syntaxhighlight lang=""haskell"" enclose=""none"">saveEmployee</syntaxhighlight> reads the company from a cookie and extracts the request parameters from the URL in lines 3-6. These values are used to compose the new <syntaxhighlight lang=""haskell"" enclose=""none"">Employee</syntaxhighlight> value in line 7.
In line 8 this employee is then passed to the validation function <syntaxhighlight lang=""haskell"" enclose=""none"">validateEmployee</syntaxhighlight> of type <syntaxhighlight lang=""haskell"" enclose=""none"">Company -> Focus -> a -> Maybe [(ENames,String)]</syntaxhighlight>. If the validation succeeds, <syntaxhighlight lang=""haskell"" enclose=""none"">validateEmployee</syntaxhighlight> returns <syntaxhighlight lang=""haskell"" enclose=""none"">Nothing</syntaxhighlight>. In this case the employee is replaced within the company, which is then re-stored in the cookie and returned by the function (lines 14-16). Otherwise <syntaxhighlight lang=""haskell"" enclose=""none"">validateEmployee</syntaxhighlight> returns error information, which is then also returned by <syntaxhighlight lang=""haskell"" enclose=""none"">saveEmployee</syntaxhighlight> in line 11.

==== Validation ====

The validation functionality can be found in the ''Validators'' module:

<syntaxhighlight lang=""haskell"" source=""happstack/Validators.hs"">
validateEmployee :: Validations Employee
validateEmployee c f (Employee n a s) = if null vs
                           then Nothing
                           else Just $ concat vs
                             where
                               vs = catMaybes
                                [ validateNA c f (n,a)
                                , validateSalary c f s]
</syntaxhighlight>
<syntaxhighlight lang=""haskell"" enclose=""none"">validateEmployee</syntaxhighlight> composes two validations (see [this!!Validators.hs] for details):
<syntaxhighlight lang=""haskell"" enclose=""none"">validateNA</syntaxhighlight> checks whether the employee's name/address pair is unique in the company <syntaxhighlight lang=""haskell"" enclose=""none"">c</syntaxhighlight>.
<syntaxhighlight lang=""haskell"" enclose=""none"">validateSalary</syntaxhighlight> checks two things regarding the employee's salary:
** It checks whether by changing the salary the employee's department-manager still receives the highest salary within the department.
** It checks whether the salary has a positive value.
In case both validations return <syntaxhighlight lang=""haskell"" enclose=""none"">Nothing</syntaxhighlight>, <syntaxhighlight lang=""haskell"" enclose=""none"">validateEmployee</syntaxhighlight> returns <syntaxhighlight lang=""haskell"" enclose=""none"">Nothing</syntaxhighlight>. Otherwise it returns the list of all error messages.

==== Binding and Responding ====

The user might have tried to assign an invalid salary and an invalid name/address pair to the manager in question. Validation therefore would return error information.
<syntaxhighlight lang=""haskell"" enclose=""none"">savePart</syntaxhighlight> would call <syntaxhighlight lang=""haskell"" enclose=""none"">displayPart</syntaxhighlight> passing the old company and the error messages:

<syntaxhighlight lang=""haskell"" source=""happstack/Serverparts.hs"" line>
displayPart :: View -> Focus -> Company -> [(ENames,String)] -> ServerPart Response
displayPart v f c errs = do
      td <- newTemplateDirectory' tDir $
              eNamesBinder errs $ binder f c $
                emptyTemplateState tDir
      render td (B.pack tname)
          where
            binder = case v of
              CompanyV  -> companyBinder
              DeptV     -> departmentBinder
              EmployeeV -> employeeBinder
                where
            tname = case v of
              CompanyV  -> ""company""
              DeptV     -> ""department""
              EmployeeV -> ""employee""
</syntaxhighlight>
In lines 8-16 <syntaxhighlight lang=""haskell"" enclose=""none"">displayPart</syntaxhighlight> decides which template and which binder to apply by making use of a <syntaxhighlight lang=""haskell"" enclose=""none"">case</syntaxhighlight> expression on the given view. The binder will bind all template variables to strings or small HTML fragments (splices). After that <syntaxhighlight lang=""haskell"" enclose=""none"">eNamesBinder</syntaxhighlight> will bind the error messages to template variables. Both binders can be found in [this!!Binder.hs].
They return a function of type <syntaxhighlight lang=""haskell"" enclose=""none"">Monad m => TemplateState m -> TemplateState m</syntaxhighlight>. That is, binders are state transformers for templates.
<syntaxhighlight lang=""haskell"" enclose=""none"">displayPart</syntaxhighlight> then renders the HTML document, which is sent to the client as the response in line 6.

== Architecture ==

[this!!Main.hs] holds the server using various server parts in [this!!Serverparts.hs]. The actual save action is performed by functionality in [this!!Save.hs]. [this!!Binder.hs] contains functions to bind template variables. The validators can be found in [this!!Validators.hs] using helper functions hosted by [this!!Utils.hs]. The algebraic datatype for companies can be found in [this!!Company.hs], a sample company in [this!!SampleCompany.hs]. Functionality to total and cut is provided by [this!!Total.hs] and [this!!Cut.hs]. [this!!Focus.hs] provides a focus datatype and functions on top of it. Various types used by the server can be found in [this!!Types.hs]. The [this!!static] folder contains the sytlesheet for the application and images, while [this!!templates] contains the (X)HTML templates.

== Usage ==

=== Build ===

A number of cabal packages are needed:
* happstack
* xmlhtml
* heist
* happstack-heist

=== Run ===
* [this!!Main.hs] can to be consulted with runhaskell to avoid the compilation step.
There is a [this!!Makefile] with a target ''run'' to do this.
* Open ''http://localhost:8000/Company/View/CompanyFocus'' to demo, starting with the root view.

== Metadata ==

* [[uses::Language:Haskell]]
* [[uses::Language:JavaScript]]
* [[uses::Language:XHTML]]
* [[uses::Language:CSS]]
* [[uses::Technology:GHC]]
* [[uses::Technology:Happstack]]
* [[uses::Technology:Heist]]
* [[implements::Feature:Hierarchical company]]
* [[implements::Feature:Total]]
* [[implements::Feature:Cut]]
* [[implements::Feature:Browsing]]
* [[implements::Feature:Distribution]]
* [[implements::Feature:Web UI]]
* [[developedBy::Contributor:tschmorleiz]]
* [[memberOf::Theme:Web programming]]
* [[memberOf::Theme:Haskell potpourri]]
",2013-06-12 14:57:32.189,2017-07-05 15:26:29.799266
Technology,JXPath,"====Headline====
Traversing Java-Objects with [[Language:XPath|]] syntax

",2014-05-07 00:56:20.288,2017-07-04 13:47:56.117446
Concept,Requirements analysis,"== Headline ==

An analysis that determines [[requirement]]s

== Metadata ==

* [[sameAs::http://en.wikipedia.org/wiki/Requirements_analysis]]
* [[memberOf::Vocabulary:Software engineering]]
* [[isA::Concept]]

",2013-06-12 14:55:48.273,2017-07-04 15:26:22.500592
